"","date","experiment","round","assay","plate","row","col","strain","condition","drug","dose","control","trait","phenotype","selected"
"28","20191024","scbdose",1,"a",1,"C","7","N2","cisplatin","cisplatin_0",0,"kmedia","median.TOF",89.91875,TRUE
"29","20191024","scbdose",1,"a",1,"C","8","N2","cisplatin","cisplatin_1",75,"kmedia","median.TOF",48.91875,FALSE
"30","20191024","scbdose",1,"a",1,"C","9","N2","cisplatin","cisplatin_2",125,"kmedia","median.TOF",9.91875000000002,TRUE
"31","20191024","scbdose",1,"a",1,"D","1","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.TOF",97.91875,TRUE
"32","20191024","scbdose",1,"a",1,"D","10","CB4856","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-56.58125,FALSE
"33","20191024","scbdose",1,"a",1,"D","11","CB4856","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-137.08125,FALSE
"34","20191024","scbdose",1,"a",1,"D","2","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.TOF",81.91875,FALSE
"35","20191024","scbdose",1,"a",1,"D","3","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.TOF",7.41875000000002,TRUE
"36","20191024","scbdose",1,"a",1,"D","4","ECA1114","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-75.58125,FALSE
"37","20191024","scbdose",1,"a",1,"D","5","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-141.58125,FALSE
"38","20191024","scbdose",1,"a",1,"D","7","CB4856","cisplatin","cisplatin_0",0,"kmedia","median.TOF",56.91875,TRUE
"39","20191024","scbdose",1,"a",1,"D","8","CB4856","cisplatin","cisplatin_1",75,"kmedia","median.TOF",76.91875,FALSE
"40","20191024","scbdose",1,"a",1,"D","9","CB4856","cisplatin","cisplatin_2",125,"kmedia","median.TOF",48.91875,TRUE
"41","20191024","scbdose",1,"a",1,"E","1","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.TOF",107.41875,TRUE
"42","20191024","scbdose",1,"a",1,"E","10","ECA232","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-46.58125,FALSE
"43","20191024","scbdose",1,"a",1,"E","11","ECA232","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-141.081250000001,FALSE
"44","20191024","scbdose",1,"a",1,"E","2","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.TOF",80.41875,FALSE
"45","20191024","scbdose",1,"a",1,"E","3","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.TOF",24.91875,TRUE
"46","20191024","scbdose",1,"a",1,"E","4","ECA1114","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-69.08125,FALSE
"47","20191024","scbdose",1,"a",1,"E","5","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-141.58125,FALSE
"48","20191024","scbdose",1,"a",1,"E","7","ECA232","cisplatin","cisplatin_0",0,"kmedia","median.TOF",109.91875,TRUE
"49","20191024","scbdose",1,"a",1,"E","8","ECA232","cisplatin","cisplatin_1",75,"kmedia","median.TOF",75.41875,FALSE
"50","20191024","scbdose",1,"a",1,"E","9","ECA232","cisplatin","cisplatin_2",125,"kmedia","median.TOF",18.91875,TRUE
"51","20191024","scbdose",1,"a",1,"F","1","CB4856","cisplatin","cisplatin_0",0,"kmedia","median.TOF",47.91875,TRUE
"52","20191024","scbdose",1,"a",1,"F","10","N2","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-55.08125,FALSE
"53","20191024","scbdose",1,"a",1,"F","11","N2","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-144.08125,FALSE
"54","20191024","scbdose",1,"a",1,"F","2","CB4856","cisplatin","cisplatin_1",75,"kmedia","median.TOF",65.41875,FALSE
"55","20191024","scbdose",1,"a",1,"F","3","CB4856","cisplatin","cisplatin_2",125,"kmedia","median.TOF",35.91875,TRUE
"56","20191024","scbdose",1,"a",1,"F","4","CB4856","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-40.08125,FALSE
"57","20191024","scbdose",1,"a",1,"F","5","CB4856","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-145.58125,FALSE
"58","20191024","scbdose",1,"a",1,"F","7","N2","cisplatin","cisplatin_0",0,"kmedia","median.TOF",119.41875,TRUE
"59","20191024","scbdose",1,"a",1,"F","8","N2","cisplatin","cisplatin_1",75,"kmedia","median.TOF",79.91875,FALSE
"60","20191024","scbdose",1,"a",1,"F","9","N2","cisplatin","cisplatin_2",125,"kmedia","median.TOF",63.91875,TRUE
"61","20191024","scbdose",1,"a",1,"G","1","CB4856","cisplatin","cisplatin_0",0,"kmedia","median.TOF",68.91875,TRUE
"62","20191024","scbdose",1,"a",1,"G","10","ECA1114","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-67.08125,FALSE
"63","20191024","scbdose",1,"a",1,"G","11","ECA1114","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-138.08125,FALSE
"64","20191024","scbdose",1,"a",1,"G","2","CB4856","cisplatin","cisplatin_1",75,"kmedia","median.TOF",87.91875,FALSE
"65","20191024","scbdose",1,"a",1,"G","3","CB4856","cisplatin","cisplatin_2",125,"kmedia","median.TOF",43.41875,TRUE
"66","20191024","scbdose",1,"a",1,"G","4","CB4856","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-28.08125,FALSE
"67","20191024","scbdose",1,"a",1,"G","5","CB4856","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-143.08125,FALSE
"68","20191024","scbdose",1,"a",1,"G","7","ECA1114","cisplatin","cisplatin_0",0,"kmedia","median.TOF",104.41875,TRUE
"69","20191024","scbdose",1,"a",1,"G","8","ECA1114","cisplatin","cisplatin_1",75,"kmedia","median.TOF",84.91875,FALSE
"70","20191024","scbdose",1,"a",1,"G","9","ECA1114","cisplatin","cisplatin_2",125,"kmedia","median.TOF",31.91875,TRUE
"71","20191024","scbdose",1,"a",1,"H","1","N2","cisplatin","cisplatin_0",0,"kmedia","median.TOF",142.91875,TRUE
"72","20191024","scbdose",1,"a",1,"H","10","ECA232","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-51.58125,FALSE
"73","20191024","scbdose",1,"a",1,"H","11","ECA232","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-134.08125,FALSE
"74","20191024","scbdose",1,"a",1,"H","2","N2","cisplatin","cisplatin_1",75,"kmedia","median.TOF",82.91875,FALSE
"75","20191024","scbdose",1,"a",1,"H","3","N2","cisplatin","cisplatin_2",125,"kmedia","median.TOF",36.91875,TRUE
"76","20191024","scbdose",1,"a",1,"H","4","N2","cisplatin","cisplatin_3",250,"kmedia","median.TOF",-53.08125,FALSE
"77","20191024","scbdose",1,"a",1,"H","5","N2","cisplatin","cisplatin_4",500,"kmedia","median.TOF",-140.08125,FALSE
"78","20191024","scbdose",1,"a",1,"H","7","ECA232","cisplatin","cisplatin_0",0,"kmedia","median.TOF",109.91875,TRUE
"79","20191024","scbdose",1,"a",1,"H","8","ECA232","cisplatin","cisplatin_1",75,"kmedia","median.TOF",102.91875,FALSE
"80","20191024","scbdose",1,"a",1,"H","9","ECA232","cisplatin","cisplatin_2",125,"kmedia","median.TOF",40.41875,TRUE
"81","20191024","scbdose",1,"a",4,"A","1","N2","etoposide","etoposide_0",0,"DMSO","median.TOF",15.017857142858,TRUE
"82","20191024","scbdose",1,"a",4,"A","2","N2","etoposide","etoposide_1",62.5,"DMSO","median.TOF",27.0178571428565,TRUE
"83","20191024","scbdose",1,"a",4,"A","3","N2","etoposide","etoposide_2",125,"DMSO","median.TOF",31.0178571428565,FALSE
"84","20191024","scbdose",1,"a",4,"A","4","N2","etoposide","etoposide_3",250,"DMSO","median.TOF",-22.9821428571429,FALSE
"85","20191024","scbdose",1,"a",4,"A","5","N2","etoposide","etoposide_4",500,"DMSO","median.TOF",2.01785714285715,FALSE
"86","20191024","scbdose",1,"a",4,"A","7","CB4856","etoposide","etoposide_0",0,"DMSO","median.TOF",-31.9821428571429,TRUE
"87","20191024","scbdose",1,"a",4,"A","8","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.TOF",0.517857142857149,TRUE
"88","20191024","scbdose",1,"a",4,"B","1","ECA232","etoposide","etoposide_0",0,"DMSO","median.TOF",13.5178571428571,TRUE
"89","20191024","scbdose",1,"a",4,"B","2","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.TOF",20.0178571428571,TRUE
"90","20191024","scbdose",1,"a",4,"B","3","ECA232","etoposide","etoposide_2",125,"DMSO","median.TOF",-12.4821428571429,FALSE
"91","20191024","scbdose",1,"a",4,"B","4","ECA232","etoposide","etoposide_3",250,"DMSO","median.TOF",7.01785714285715,FALSE
"92","20191024","scbdose",1,"a",4,"B","7","ECA1114","etoposide","etoposide_0",0,"DMSO","median.TOF",8.01785714285715,TRUE
"93","20191024","scbdose",1,"a",4,"B","8","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.TOF",-3.98214285714285,TRUE
"94","20191024","scbdose",1,"a",4,"B","9","ECA1114","etoposide","etoposide_2",125,"DMSO","median.TOF",-0.982142857142851,FALSE
"95","20191024","scbdose",1,"a",4,"C","1","ECA232","etoposide","etoposide_0",0,"DMSO","median.TOF",25.0178571428571,TRUE
"96","20191024","scbdose",1,"a",4,"C","2","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.TOF",23.5178571428571,TRUE
"97","20191024","scbdose",1,"a",4,"C","3","ECA232","etoposide","etoposide_2",125,"DMSO","median.TOF",-3.98214285714285,FALSE
"98","20191024","scbdose",1,"a",4,"C","5","ECA232","etoposide","etoposide_4",500,"DMSO","median.TOF",7.01785714285715,FALSE
"99","20191024","scbdose",1,"a",4,"C","7","N2","etoposide","etoposide_0",0,"DMSO","median.TOF",39.5178571428572,TRUE
"100","20191024","scbdose",1,"a",4,"C","8","N2","etoposide","etoposide_1",62.5,"DMSO","median.TOF",0.0178571428571495,TRUE
"101","20191024","scbdose",1,"a",4,"C","9","N2","etoposide","etoposide_2",125,"DMSO","median.TOF",3.01785714285715,FALSE
"102","20191024","scbdose",1,"a",4,"D","1","ECA1114","etoposide","etoposide_0",0,"DMSO","median.TOF",-11.9821428571429,TRUE
"103","20191024","scbdose",1,"a",4,"D","2","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.TOF",4.51785714285715,TRUE
"104","20191024","scbdose",1,"a",4,"D","3","ECA1114","etoposide","etoposide_2",125,"DMSO","median.TOF",3.01785714285715,FALSE
"105","20191024","scbdose",1,"a",4,"D","4","ECA1114","etoposide","etoposide_3",250,"DMSO","median.TOF",-41.9821428571428,FALSE
"106","20191024","scbdose",1,"a",4,"D","5","ECA1114","etoposide","etoposide_4",500,"DMSO","median.TOF",-114.982142857143,FALSE
"107","20191024","scbdose",1,"a",4,"D","7","CB4856","etoposide","etoposide_0",0,"DMSO","median.TOF",-0.482142857142851,TRUE
"108","20191024","scbdose",1,"a",4,"D","8","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.TOF",-22.9821428571429,TRUE
"109","20191024","scbdose",1,"a",4,"D","9","CB4856","etoposide","etoposide_2",125,"DMSO","median.TOF",-6.98214285714285,FALSE
"110","20191024","scbdose",1,"a",4,"E","1","ECA1114","etoposide","etoposide_0",0,"DMSO","median.TOF",8.01785714285715,TRUE
"111","20191024","scbdose",1,"a",4,"E","2","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.TOF",11.5178571428571,TRUE
"112","20191024","scbdose",1,"a",4,"E","3","ECA1114","etoposide","etoposide_2",125,"DMSO","median.TOF",-1.98214285714285,FALSE
"113","20191024","scbdose",1,"a",4,"E","4","ECA1114","etoposide","etoposide_3",250,"DMSO","median.TOF",-43.9821428571428,FALSE
"114","20191024","scbdose",1,"a",4,"E","7","ECA232","etoposide","etoposide_0",0,"DMSO","median.TOF",54.5178571428572,TRUE
"115","20191024","scbdose",1,"a",4,"E","8","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.TOF",37.5178571428572,TRUE
"116","20191024","scbdose",1,"a",4,"F","1","CB4856","etoposide","etoposide_0",0,"DMSO","median.TOF",13.0178571428571,TRUE
"117","20191024","scbdose",1,"a",4,"F","2","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.TOF",-14.9821428571429,TRUE
"118","20191024","scbdose",1,"a",4,"F","3","CB4856","etoposide","etoposide_2",125,"DMSO","median.TOF",-26.4821428571429,FALSE
"119","20191024","scbdose",1,"a",4,"F","4","CB4856","etoposide","etoposide_3",250,"DMSO","median.TOF",-50.9821428571428,FALSE
"120","20191024","scbdose",1,"a",4,"F","7","N2","etoposide","etoposide_0",0,"DMSO","median.TOF",13.5178571428571,TRUE
"121","20191024","scbdose",1,"a",4,"F","8","N2","etoposide","etoposide_1",62.5,"DMSO","median.TOF",9.01785714285715,TRUE
"122","20191024","scbdose",1,"a",4,"F","9","N2","etoposide","etoposide_2",125,"DMSO","median.TOF",3.01785714285715,FALSE
"123","20191024","scbdose",1,"a",4,"G","1","CB4856","etoposide","etoposide_0",0,"DMSO","median.TOF",15.017857142858,TRUE
"124","20191024","scbdose",1,"a",4,"G","2","CB4856","etoposide","etoposide_1",62.5,"DMSO","median.TOF",-29.9821428571429,TRUE
"125","20191024","scbdose",1,"a",4,"G","3","CB4856","etoposide","etoposide_2",125,"DMSO","median.TOF",5.01785714285715,FALSE
"126","20191024","scbdose",1,"a",4,"G","5","CB4856","etoposide","etoposide_4",500,"DMSO","median.TOF",-102.482142857143,FALSE
"127","20191024","scbdose",1,"a",4,"G","7","ECA1114","etoposide","etoposide_0",0,"DMSO","median.TOF",14.0178571428571,TRUE
"128","20191024","scbdose",1,"a",4,"G","8","ECA1114","etoposide","etoposide_1",62.5,"DMSO","median.TOF",13.0178571428571,TRUE
"129","20191024","scbdose",1,"a",4,"G","9","ECA1114","etoposide","etoposide_2",125,"DMSO","median.TOF",2.51785714285715,FALSE
"130","20191024","scbdose",1,"a",4,"H","1","N2","etoposide","etoposide_0",0,"DMSO","median.TOF",53.0178571428572,TRUE
"131","20191024","scbdose",1,"a",4,"H","2","N2","etoposide","etoposide_1",62.5,"DMSO","median.TOF",-0.982142857142851,TRUE
"132","20191024","scbdose",1,"a",4,"H","3","N2","etoposide","etoposide_2",125,"DMSO","median.TOF",30.0178571428571,FALSE
"133","20191024","scbdose",1,"a",4,"H","4","N2","etoposide","etoposide_3",250,"DMSO","median.TOF",-4.98214285714285,FALSE
"134","20191024","scbdose",1,"a",4,"H","5","N2","etoposide","etoposide_4",500,"DMSO","median.TOF",-19.9821428571429,FALSE
"135","20191024","scbdose",1,"a",4,"H","7","ECA232","etoposide","etoposide_0",0,"DMSO","median.TOF",12.0178571428571,TRUE
"136","20191024","scbdose",1,"a",4,"H","8","ECA232","etoposide","etoposide_1",62.5,"DMSO","median.TOF",48.0178571428572,TRUE
"137","20191024","scbdose",1,"a",7,"A","1","N2","silver","silver_0",0,"water","median.TOF",96.6124999999991,TRUE
"138","20191024","scbdose",1,"a",7,"A","10","CB4856","silver","silver_3",100,"water","median.TOF",-39.3874999999997,TRUE
"139","20191024","scbdose",1,"a",7,"A","11","CB4856","silver","silver_4",150,"water","median.TOF",-86.8875000000008,FALSE
"140","20191024","scbdose",1,"a",7,"A","2","N2","silver","silver_1",25,"water","median.TOF",2.11250000000001,FALSE
"141","20191024","scbdose",1,"a",7,"A","3","N2","silver","silver_2",50,"water","median.TOF",-4.38749999999999,FALSE
"142","20191024","scbdose",1,"a",7,"A","4","N2","silver","silver_3",100,"water","median.TOF",3.61250000000001,TRUE
"143","20191024","scbdose",1,"a",7,"A","5","N2","silver","silver_4",150,"water","median.TOF",-99.3875,FALSE
"144","20191024","scbdose",1,"a",7,"A","7","CB4856","silver","silver_0",0,"water","median.TOF",54.1125,TRUE
"145","20191024","scbdose",1,"a",7,"A","8","CB4856","silver","silver_1",25,"water","median.TOF",-5.88749999999999,FALSE
"146","20191024","scbdose",1,"a",7,"A","9","CB4856","silver","silver_2",50,"water","median.TOF",-9.38749999999999,FALSE
"147","20191024","scbdose",1,"a",7,"B","1","ECA232","silver","silver_0",0,"water","median.TOF",123.1125,TRUE
"148","20191024","scbdose",1,"a",7,"B","10","ECA1114","silver","silver_3",100,"water","median.TOF",-25.3875,TRUE
"149","20191024","scbdose",1,"a",7,"B","11","ECA1114","silver","silver_4",150,"water","median.TOF",-94.3875,FALSE
"150","20191024","scbdose",1,"a",7,"B","2","ECA232","silver","silver_1",25,"water","median.TOF",5.61250000000001,FALSE
"151","20191024","scbdose",1,"a",7,"B","3","ECA232","silver","silver_2",50,"water","median.TOF",9.61250000000001,FALSE
"152","20191024","scbdose",1,"a",7,"B","4","ECA232","silver","silver_3",100,"water","median.TOF",-23.3875,TRUE
"153","20191024","scbdose",1,"a",7,"B","5","ECA232","silver","silver_4",150,"water","median.TOF",-86.3875,FALSE
"154","20191024","scbdose",1,"a",7,"B","7","ECA1114","silver","silver_0",0,"water","median.TOF",91.6125,TRUE
"155","20191024","scbdose",1,"a",7,"B","8","ECA1114","silver","silver_1",25,"water","median.TOF",0.612500000000011,FALSE
"156","20191024","scbdose",1,"a",7,"B","9","ECA1114","silver","silver_2",50,"water","median.TOF",-4.38749999999999,FALSE
"157","20191024","scbdose",1,"a",7,"C","1","ECA232","silver","silver_0",0,"water","median.TOF",107.6125,TRUE
"158","20191024","scbdose",1,"a",7,"C","10","N2","silver","silver_3",100,"water","median.TOF",-4.88749999999999,TRUE
"159","20191024","scbdose",1,"a",7,"C","11","N2","silver","silver_4",150,"water","median.TOF",-76.3875,FALSE
"160","20191024","scbdose",1,"a",7,"C","2","ECA232","silver","silver_1",25,"water","median.TOF",9.11250000000001,FALSE
"161","20191024","scbdose",1,"a",7,"C","3","ECA232","silver","silver_2",50,"water","median.TOF",7.61250000000001,FALSE
"162","20191024","scbdose",1,"a",7,"C","4","ECA232","silver","silver_3",100,"water","median.TOF",0.612500000000011,TRUE
"163","20191024","scbdose",1,"a",7,"C","5","ECA232","silver","silver_4",150,"water","median.TOF",-101.3875,FALSE
"164","20191024","scbdose",1,"a",7,"C","7","N2","silver","silver_0",0,"water","median.TOF",129.6125,TRUE
"165","20191024","scbdose",1,"a",7,"C","8","N2","silver","silver_1",25,"water","median.TOF",0.612500000000011,FALSE
"166","20191024","scbdose",1,"a",7,"C","9","N2","silver","silver_2",50,"water","median.TOF",-0.387499999999989,FALSE
"167","20191024","scbdose",1,"a",7,"D","1","ECA1114","silver","silver_0",0,"water","median.TOF",98.6125,TRUE
"168","20191024","scbdose",1,"a",7,"D","10","CB4856","silver","silver_3",100,"water","median.TOF",-12.3875,TRUE
"169","20191024","scbdose",1,"a",7,"D","11","CB4856","silver","silver_4",150,"water","median.TOF",-88.8875,FALSE
"170","20191024","scbdose",1,"a",7,"D","2","ECA1114","silver","silver_1",25,"water","median.TOF",-2.38749999999999,FALSE
"171","20191024","scbdose",1,"a",7,"D","3","ECA1114","silver","silver_2",50,"water","median.TOF",0.612500000000011,FALSE
"172","20191024","scbdose",1,"a",7,"D","4","ECA1114","silver","silver_3",100,"water","median.TOF",-7.38749999999999,TRUE
"173","20191024","scbdose",1,"a",7,"D","5","ECA1114","silver","silver_4",150,"water","median.TOF",-107.8875,FALSE
"174","20191024","scbdose",1,"a",7,"D","7","CB4856","silver","silver_0",0,"water","median.TOF",45.6125,TRUE
"175","20191024","scbdose",1,"a",7,"D","8","CB4856","silver","silver_1",25,"water","median.TOF",-1.38749999999999,FALSE
"176","20191024","scbdose",1,"a",7,"D","9","CB4856","silver","silver_2",50,"water","median.TOF",-7.38749999999999,FALSE
"177","20191024","scbdose",1,"a",7,"E","1","ECA1114","silver","silver_0",0,"water","median.TOF",91.1125,TRUE
"178","20191024","scbdose",1,"a",7,"E","10","ECA232","silver","silver_3",100,"water","median.TOF",-3.38749999999999,TRUE
"179","20191024","scbdose",1,"a",7,"E","11","ECA232","silver","silver_4",150,"water","median.TOF",-88.3875,FALSE
"180","20191024","scbdose",1,"a",7,"E","2","ECA1114","silver","silver_1",25,"water","median.TOF",2.11250000000001,FALSE
"181","20191024","scbdose",1,"a",7,"E","3","ECA1114","silver","silver_2",50,"water","median.TOF",-10.3875,FALSE
"182","20191024","scbdose",1,"a",7,"E","4","ECA1114","silver","silver_3",100,"water","median.TOF",-5.38749999999999,TRUE
"183","20191024","scbdose",1,"a",7,"E","5","ECA1114","silver","silver_4",150,"water","median.TOF",-91.3875,FALSE
"184","20191024","scbdose",1,"a",7,"E","7","ECA232","silver","silver_0",0,"water","median.TOF",96.6124999999991,TRUE
"185","20191024","scbdose",1,"a",7,"E","8","ECA232","silver","silver_1",25,"water","median.TOF",2.61250000000001,FALSE
"186","20191024","scbdose",1,"a",7,"E","9","ECA232","silver","silver_2",50,"water","median.TOF",4.11250000000001,FALSE
"187","20191024","scbdose",1,"a",7,"F","1","CB4856","silver","silver_0",0,"water","median.TOF",74.1125,TRUE
"188","20191024","scbdose",1,"a",7,"F","10","N2","silver","silver_3",100,"water","median.TOF",0.112500000000011,TRUE
"189","20191024","scbdose",1,"a",7,"F","11","N2","silver","silver_4",150,"water","median.TOF",-68.8875,FALSE
"190","20191024","scbdose",1,"a",7,"F","2","CB4856","silver","silver_1",25,"water","median.TOF",8.61250000000001,FALSE
"191","20191024","scbdose",1,"a",7,"F","3","CB4856","silver","silver_2",50,"water","median.TOF",-9.38749999999999,FALSE
"192","20191024","scbdose",1,"a",7,"F","4","CB4856","silver","silver_3",100,"water","median.TOF",-5.38749999999999,TRUE
"193","20191024","scbdose",1,"a",7,"F","5","CB4856","silver","silver_4",150,"water","median.TOF",-84.8875,FALSE
"194","20191024","scbdose",1,"a",7,"F","7","N2","silver","silver_0",0,"water","median.TOF",119.1125,TRUE
"195","20191024","scbdose",1,"a",7,"F","8","N2","silver","silver_1",25,"water","median.TOF",11.1125,FALSE
"196","20191024","scbdose",1,"a",7,"F","9","N2","silver","silver_2",50,"water","median.TOF",-1.88749999999999,FALSE
"197","20191024","scbdose",1,"a",7,"G","1","CB4856","silver","silver_0",0,"water","median.TOF",60.6125,TRUE
"198","20191024","scbdose",1,"a",7,"G","10","ECA1114","silver","silver_3",100,"water","median.TOF",-22.3875,TRUE
"199","20191024","scbdose",1,"a",7,"G","11","ECA1114","silver","silver_4",150,"water","median.TOF",-68.3875,FALSE
"200","20191024","scbdose",1,"a",7,"G","2","CB4856","silver","silver_1",25,"water","median.TOF",-3.38749999999999,FALSE
"201","20191024","scbdose",1,"a",7,"G","3","CB4856","silver","silver_2",50,"water","median.TOF",-7.38749999999999,FALSE
"202","20191024","scbdose",1,"a",7,"G","4","CB4856","silver","silver_3",100,"water","median.TOF",1.61250000000001,TRUE
"203","20191024","scbdose",1,"a",7,"G","5","CB4856","silver","silver_4",150,"water","median.TOF",-92.3875,FALSE
"204","20191024","scbdose",1,"a",7,"G","7","ECA1114","silver","silver_0",0,"water","median.TOF",93.1125,TRUE
"205","20191024","scbdose",1,"a",7,"G","8","ECA1114","silver","silver_1",25,"water","median.TOF",8.61250000000001,FALSE
"206","20191024","scbdose",1,"a",7,"G","9","ECA1114","silver","silver_2",50,"water","median.TOF",2.61250000000001,FALSE
"207","20191024","scbdose",1,"a",7,"H","1","N2","silver","silver_0",0,"water","median.TOF",127.1125,TRUE
"208","20191024","scbdose",1,"a",7,"H","10","ECA232","silver","silver_3",100,"water","median.TOF",11.6125,TRUE
"209","20191024","scbdose",1,"a",7,"H","11","ECA232","silver","silver_4",150,"water","median.TOF",-75.3875,FALSE
"210","20191024","scbdose",1,"a",7,"H","2","N2","silver","silver_1",25,"water","median.TOF",14.6125,FALSE
"211","20191024","scbdose",1,"a",7,"H","3","N2","silver","silver_2",50,"water","median.TOF",7.61250000000001,FALSE
"212","20191024","scbdose",1,"a",7,"H","4","N2","silver","silver_3",100,"water","median.TOF",6.11250000000001,TRUE
"213","20191024","scbdose",1,"a",7,"H","5","N2","silver","silver_4",150,"water","median.TOF",-76.3875,FALSE
"214","20191024","scbdose",1,"a",7,"H","7","ECA232","silver","silver_0",0,"water","median.TOF",59.6125,TRUE
